PhraseId,SentenceId,Phrase,Sentiment
15923,683,"['made', 'literature', 'literal', 'without', 'killing', 'soul']",2
15924,683,"['made', 'literature', 'literal', 'without', 'killing', 'soul']",3
15925,683,"['made', 'literature', 'literal']",2
15926,683,"['literature', 'literal']",2
15927,683,['literature'],2
15928,683,['literal'],3
15929,683,"['without', 'killing', 'soul']",2
15930,683,"['killing', 'soul']",1
15931,683,['killing'],2
15932,683,['soul'],3
15933,683,"['feat', 'thinking', 'person', 'bound', 'appreciate']",4
15934,683,['feat'],3
15935,683,['feat'],2
15936,683,"['thinking', 'person', 'bound', 'appreciate']",3
15937,683,"['thinking', 'person']",2
15939,683,['person'],2
15940,683,"['bound', 'appreciate']",3
15941,683,"['bound', 'appreciate']",2
15942,683,['bound'],3
15943,683,['appreciate'],2
15944,684,"['If', 'movie', 'leaves', 'cool', 'also', 'leaves', 'intriguingly', 'contemplative']",2
15945,684,"['If', 'movie', 'leaves', 'cool']",2
15946,684,"['movie', 'leaves', 'cool']",1
15947,684,"['leaves', 'cool']",3
15948,684,['cool'],2
15949,684,"['also', 'leaves', 'intriguingly', 'contemplative']",3
15952,684,"['leaves', 'intriguingly', 'contemplative']",3
15954,684,"['intriguingly', 'contemplative']",2
15955,684,"['intriguingly', 'contemplative']",3
15956,684,['intriguingly'],2
15957,684,['contemplative'],3
15958,685,"['When', 'said', 'done', 'loves', 'pieces', 'trust']",3
15960,685,"['When', 'said', 'done', 'loves', 'pieces']",3
15961,685,"['When', 'said', 'done', 'loves', 'pieces']",2
15962,685,"['When', 'said', 'done', 'loves', 'pieces']",4
15963,685,"['When', 'said', 'done']",2
15964,685,"['said', 'done']",2
15967,685,['said'],2
15969,685,"['loves', 'pieces']",2
15970,685,"['loves', 'pieces']",3
15972,685,['loves'],3
15974,685,['trust'],3
15975,685,['trust'],2
15980,686,"['It', 'takes', 'somewhere', 'likely', 'seen', 'beneath', 'exotic', 'surface', 'LRB', 'exotic', 'dancing', 'RRB', 'surprisingly', 'old', 'fashioned']",3
15981,686,"['It', 'takes', 'somewhere']",3
15982,686,"['takes', 'somewhere']",3
15984,686,"['likely', 'seen', 'beneath', 'exotic', 'surface', 'LRB', 'exotic', 'dancing', 'RRB', 'surprisingly', 'old', 'fashioned']",2
15985,686,"['likely', 'seen', 'beneath', 'exotic', 'surface', 'LRB', 'exotic', 'dancing', 'RRB', 'surprisingly', 'old', 'fashioned']",1
15986,686,"['likely', 'seen', 'beneath', 'exotic', 'surface', 'LRB', 'exotic', 'dancing', 'RRB', 'surprisingly', 'old', 'fashioned']",3
15989,686,"['seen', 'beneath', 'exotic', 'surface', 'LRB', 'exotic', 'dancing', 'RRB', 'surprisingly', 'old', 'fashioned']",3
15991,686,"['seen', 'beneath', 'exotic', 'surface', 'LRB', 'exotic', 'dancing', 'RRB', 'surprisingly', 'old', 'fashioned']",2
15992,686,"['beneath', 'exotic', 'surface', 'LRB', 'exotic', 'dancing', 'RRB', 'surprisingly', 'old', 'fashioned']",2
15995,686,"['exotic', 'surface', 'LRB', 'exotic', 'dancing', 'RRB', 'surprisingly', 'old', 'fashioned']",2
15996,686,"['exotic', 'surface', 'LRB', 'exotic', 'dancing', 'RRB']",3
15997,686,"['exotic', 'surface']",2
15999,686,"['LRB', 'exotic', 'dancing', 'RRB']",2
16000,686,"['LRB', 'exotic', 'dancing']",2
16001,686,"['exotic', 'dancing']",2
16002,686,['dancing'],3
16003,686,"['surprisingly', 'old', 'fashioned']",2
16006,686,"['old', 'fashioned']",2
16007,687,"['Director', 'Claude', 'Chabrol', 'become', 'master', 'innuendo']",3
16008,687,"['Director', 'Claude', 'Chabrol']",3
16010,687,"['become', 'master', 'innuendo']",3
16013,687,"['master', 'innuendo']",3
16015,687,['innuendo'],2
16016,688,"['Woven', 'together', 'handsomely', 'recalling', 'sixties', 'rockumentary', 'milestones', 'Lonely', 'Boy', 'Do', 'Look', 'Back']",3
16017,688,"['Woven', 'together', 'handsomely']",3
16018,688,"['Woven', 'together']",2
16019,688,['Woven'],2
16020,688,"['recalling', 'sixties', 'rockumentary', 'milestones', 'Lonely', 'Boy', 'Do', 'Look', 'Back']",2
16021,688,"['recalling', 'sixties', 'rockumentary', 'milestones', 'Lonely', 'Boy', 'Do', 'Look', 'Back']",3
16022,688,"['recalling', 'sixties', 'rockumentary', 'milestones', 'Lonely', 'Boy']",3
16023,688,"['recalling', 'sixties', 'rockumentary', 'milestones', 'Lonely', 'Boy']",2
16024,688,"['recalling', 'sixties', 'rockumentary', 'milestones']",2
16025,688,['recalling'],2
16026,688,"['sixties', 'rockumentary', 'milestones']",3
16027,688,['sixties'],2
16029,688,"['rockumentary', 'milestones']",2
16030,688,['rockumentary'],2
16031,688,['milestones'],2
16032,688,"['Lonely', 'Boy']",2
16034,688,"['Do', 'Look', 'Back']",2
16036,688,"['Look', 'Back']",2
16037,689,"['It', 'petty', 'thievery', 'like', 'puts', 'flimsy', 'flicks', 'like', 'behind', 'bars']",0
16038,689,"['petty', 'thievery', 'like', 'puts', 'flimsy', 'flicks', 'like', 'behind', 'bars']",1
16039,689,"['petty', 'thievery', 'like', 'puts', 'flimsy', 'flicks', 'like', 'behind', 'bars']",0
16040,689,"['petty', 'thievery']",1
16041,689,['petty'],1
16042,689,['thievery'],2
16043,689,"['like', 'puts', 'flimsy', 'flicks', 'like', 'behind', 'bars']",1
16044,689,"['puts', 'flimsy', 'flicks', 'like', 'behind', 'bars']",1
16045,689,"['puts', 'flimsy', 'flicks', 'like', 'behind', 'bars']",2
16046,689,"['puts', 'flimsy', 'flicks', 'like', 'behind', 'bars']",0
16047,689,"['puts', 'flimsy', 'flicks']",2
16048,689,"['flimsy', 'flicks']",1
16049,689,['flimsy'],1
16050,689,"['like', 'behind', 'bars']",2
16051,689,"['behind', 'bars']",2
16052,689,"['behind', 'bars']",3
16053,689,['bars'],2
16054,690,"['Paul', 'Cox', 'needed', 'show']",1
16055,690,"['Paul', 'Cox']",2
16056,690,['Cox'],2
16057,690,"['needed', 'show']",2
16059,690,['needed'],3
16062,691,"['film', 'probably', 'please', 'people', 'already', 'fascinated', 'Behan', 'leave', 'everyone', 'else', 'yawning', 'admiration']",2
16063,691,"['film', 'probably', 'please', 'people']",4
16064,691,"['probably', 'please', 'people']",3
16066,691,['probably'],3
16067,691,"['please', 'people']",3
16068,691,"['already', 'fascinated', 'Behan', 'leave', 'everyone', 'else', 'yawning', 'admiration']",2
16069,691,"['fascinated', 'Behan', 'leave', 'everyone', 'else', 'yawning', 'admiration']",3
16070,691,"['fascinated', 'Behan', 'leave', 'everyone', 'else', 'yawning', 'admiration']",2
16071,691,"['fascinated', 'Behan']",2
16073,691,['fascinated'],3
16074,691,['Behan'],2
16076,691,"['leave', 'everyone', 'else', 'yawning', 'admiration']",1
16077,691,"['everyone', 'else', 'yawning', 'admiration']",1
16078,691,"['else', 'yawning', 'admiration']",2
16079,691,"['yawning', 'admiration']",2
16080,691,['yawning'],1
16081,691,['admiration'],2
16082,691,['admiration'],3
16083,692,"['The', 'huskies', 'beautiful', 'border', 'collie', 'funny', 'overall', 'feeling', 'genial', 'decent']",3
16085,692,"['The', 'huskies', 'beautiful', 'border', 'collie', 'funny']",2
16086,692,"['The', 'huskies', 'beautiful', 'border', 'collie', 'funny']",3
16087,692,"['The', 'huskies', 'beautiful']",3
16089,692,"['The', 'huskies']",2
16090,692,['huskies'],2
16092,692,"['border', 'collie', 'funny']",3
16093,692,"['border', 'collie']",2
16095,692,['border'],2
16096,692,['collie'],2
16098,692,"['overall', 'feeling', 'genial', 'decent']",3
16099,692,"['overall', 'feeling']",2
16101,692,"['genial', 'decent']",4
16102,692,"['genial', 'decent']",3
16103,692,['genial'],3
16105,693,"['They', 'ought', 'whole', 'lot', 'scarier', 'tepid', 'genre', 'offering']",1
16106,693,"['ought', 'whole', 'lot', 'scarier', 'tepid', 'genre', 'offering']",1
16108,693,['ought'],2
16109,693,"['whole', 'lot', 'scarier', 'tepid', 'genre', 'offering']",1
16111,693,"['whole', 'lot', 'scarier']",2
16113,693,"['whole', 'lot', 'scarier']",3
16114,693,"['lot', 'scarier']",2
16115,693,['scarier'],2
16116,693,"['tepid', 'genre', 'offering']",2
16117,693,"['tepid', 'genre', 'offering']",1
16122,693,"['genre', 'offering']",2
16123,693,['genre'],2
16124,694,['moved'],3
16125,694,"['emotional', 'tumult']",1
16126,694,"['emotional', 'tumult']",2
16127,694,['tumult'],2
16128,694,"['depends', 'lot', 'interesting', 'likable', 'find']",2
16129,694,"['depends', 'lot', 'interesting', 'likable', 'find']",3
16130,694,['depends'],2
16131,694,"['lot', 'interesting', 'likable', 'find']",2
16132,694,"['interesting', 'likable', 'find']",2
16134,694,"['interesting', 'likable']",3
16135,694,"['interesting', 'likable']",4
16136,694,['interesting'],4
16137,694,['likable'],3
16140,695,"['Nearly', 'every', 'attempt', 'humor', 'DOA']",0
16141,695,"['Nearly', 'every', 'attempt', 'humor']",3
16142,695,"['Nearly', 'every', 'attempt']",2
16143,695,"['every', 'attempt']",2
16145,695,['DOA'],1
16146,695,['DOA'],0
16148,695,['DOA'],2
16149,696,"['piquant', 'meditation', 'things', 'prevent', 'people', 'reaching', 'happiness']",2
16151,696,"['piquant', 'meditation']",3
16152,696,"['piquant', 'meditation']",2
16153,696,['piquant'],2
16154,696,"['things', 'prevent', 'people', 'reaching', 'happiness']",2
16155,696,"['things', 'prevent', 'people', 'reaching', 'happiness']",1
16157,696,"['prevent', 'people', 'reaching', 'happiness']",2
16159,696,"['prevent', 'people']",2
16160,696,['prevent'],2
16161,696,"['reaching', 'happiness']",2
16162,696,"['reaching', 'happiness']",3
16163,696,['happiness'],4
16164,697,"['This', 'movie', 'cherished']",4
16165,697,['cherished'],3
16166,697,['cherished'],4
16170,698,"['The', 'Bard', 'black', 'comedy', 'Willie', 'would', 'loved']",4
16171,698,"['The', 'Bard', 'black', 'comedy', 'Willie', 'would', 'loved']",3
16172,698,"['The', 'Bard', 'black', 'comedy']",2
16174,698,"['The', 'Bard']",2
16175,698,['Bard'],2
16176,698,"['black', 'comedy']",2
16178,698,"['Willie', 'would', 'loved']",3
16179,698,['Willie'],2
16180,698,"['would', 'loved']",2
16181,698,['loved'],4
16184,699,"['Too', 'bland', 'fustily', 'tasteful', 'truly', 'prurient']",1
16185,699,"['Too', 'bland', 'fustily', 'tasteful']",2
16186,699,"['Too', 'bland']",0
16187,699,"['Too', 'bland']",2
16188,699,"['fustily', 'tasteful']",3
16189,699,['fustily'],2
16190,699,['tasteful'],3
16191,699,"['truly', 'prurient']",2
16192,699,"['truly', 'prurient']",1
16195,699,['prurient'],2
16196,700,"['While', 'Tattoo', 'borrows', 'heavily', 'Seven', 'The', 'Silence', 'Lambs', 'manages', 'maintain', 'level', 'sophisticated', 'intrigue', 'human', 'scale', 'characters', 'suck', 'audience']",4
16197,700,"['While', 'Tattoo', 'borrows', 'heavily', 'Seven', 'The', 'Silence', 'Lambs']",2
16198,700,"['Tattoo', 'borrows', 'heavily', 'Seven', 'The', 'Silence', 'Lambs']",2
16199,700,['Tattoo'],2
16200,700,"['borrows', 'heavily', 'Seven', 'The', 'Silence', 'Lambs']",2
16201,700,"['borrows', 'heavily']",1
16202,700,['borrows'],2
16203,700,['heavily'],2
16204,700,"['Seven', 'The', 'Silence', 'Lambs']",2
16208,700,"['The', 'Silence', 'Lambs']",2
16209,700,"['The', 'Silence']",2
16210,700,['Silence'],2
16211,700,['Lambs'],2
16214,700,"['manages', 'maintain', 'level', 'sophisticated', 'intrigue', 'human', 'scale', 'characters', 'suck', 'audience']",3
16215,700,"['manages', 'maintain', 'level', 'sophisticated', 'intrigue', 'human', 'scale', 'characters', 'suck', 'audience']",4
16218,700,"['maintain', 'level', 'sophisticated', 'intrigue', 'human', 'scale', 'characters', 'suck', 'audience']",3
16220,700,['maintain'],2
16221,700,"['level', 'sophisticated', 'intrigue', 'human', 'scale', 'characters', 'suck', 'audience']",3
16222,700,"['level', 'sophisticated', 'intrigue', 'human', 'scale', 'characters']",3
16225,700,"['sophisticated', 'intrigue', 'human', 'scale', 'characters']",3
16227,700,"['intrigue', 'human', 'scale', 'characters']",3
16228,700,"['human', 'scale', 'characters']",2
16230,700,"['human', 'scale']",2
16231,700,"['suck', 'audience']",3
16233,700,"['suck', 'audience']",2
16234,701,"['Once', 'starts', 'learning', 'compromise', 'reality', 'enough', 'become', 'comparatively', 'sane', 'healthy', 'film', 'becomes', 'predictably', 'conventional']",1
16235,701,"['Once', 'starts', 'learning', 'compromise', 'reality', 'enough', 'become', 'comparatively', 'sane', 'healthy']",2
16236,701,"['starts', 'learning', 'compromise', 'reality', 'enough', 'become', 'comparatively', 'sane', 'healthy']",2
16238,701,"['learning', 'compromise', 'reality', 'enough', 'become', 'comparatively', 'sane', 'healthy']",3
16239,701,"['compromise', 'reality', 'enough', 'become', 'comparatively', 'sane', 'healthy']",2
16240,701,"['compromise', 'reality', 'enough', 'become', 'comparatively', 'sane', 'healthy']",1
16241,701,"['compromise', 'reality']",2
16243,701,"['enough', 'become', 'comparatively', 'sane', 'healthy']",3
16244,701,"['become', 'comparatively', 'sane', 'healthy']",2
16245,701,"['become', 'comparatively', 'sane', 'healthy']",3
16246,701,"['comparatively', 'sane', 'healthy']",3
16247,701,['comparatively'],2
16248,701,"['sane', 'healthy']",3
16249,701,['healthy'],2
16250,701,"['film', 'becomes', 'predictably', 'conventional']",1
16252,701,"['becomes', 'predictably', 'conventional']",1
16254,701,"['predictably', 'conventional']",1
16255,701,['predictably'],1
16256,702,"['The', 'film', 'determined', 'treat', 'characters', 'weak', 'strong', 'fallible', 'human', 'beings', 'caricatures', 'carefully', 'delineate', 'cost', 'inevitable', 'conflicts', 'human', 'urges', 'institution', 'concerned', 'self', 'preservation']",3
16257,702,"['determined', 'treat', 'characters', 'weak', 'strong', 'fallible', 'human', 'beings', 'caricatures', 'carefully', 'delineate', 'cost', 'inevitable', 'conflicts', 'human', 'urges', 'institution', 'concerned', 'self', 'preservation']",4
16258,702,"['determined', 'treat', 'characters', 'weak', 'strong', 'fallible', 'human', 'beings', 'caricatures', 'carefully', 'delineate', 'cost', 'inevitable', 'conflicts', 'human', 'urges', 'institution', 'concerned', 'self', 'preservation']",3
16260,702,"['determined', 'treat', 'characters', 'weak', 'strong', 'fallible', 'human', 'beings', 'caricatures', 'carefully', 'delineate', 'cost', 'inevitable', 'conflicts', 'human', 'urges', 'institution', 'concerned', 'self', 'preservation']",2
16261,702,['determined'],2
16262,702,"['treat', 'characters', 'weak', 'strong', 'fallible', 'human', 'beings', 'caricatures', 'carefully', 'delineate', 'cost', 'inevitable', 'conflicts', 'human', 'urges', 'institution', 'concerned', 'self', 'preservation']",3
16263,702,"['treat', 'characters', 'weak', 'strong', 'fallible', 'human', 'beings', 'caricatures']",3
16264,702,"['treat', 'characters', 'weak', 'strong', 'fallible', 'human', 'beings', 'caricatures']",2
16267,702,"['treat', 'characters', 'weak', 'strong']",2
16268,702,"['characters', 'weak', 'strong']",2
16269,702,"['characters', 'weak', 'strong']",1
16271,702,"['weak', 'strong']",3
16273,702,"['fallible', 'human', 'beings', 'caricatures']",2
16275,702,"['fallible', 'human', 'beings']",2
16278,702,['fallible'],2
16279,702,"['human', 'beings']",2
16280,702,['beings'],2
16281,702,['caricatures'],2
16282,702,"['carefully', 'delineate', 'cost', 'inevitable', 'conflicts', 'human', 'urges', 'institution', 'concerned', 'self', 'preservation']",2
16284,702,['carefully'],2
16285,702,"['delineate', 'cost', 'inevitable', 'conflicts', 'human', 'urges', 'institution', 'concerned', 'self', 'preservation']",1
16286,702,['delineate'],2
16287,702,"['cost', 'inevitable', 'conflicts', 'human', 'urges', 'institution', 'concerned', 'self', 'preservation']",2
16288,702,"['inevitable', 'conflicts', 'human', 'urges', 'institution', 'concerned', 'self', 'preservation']",2
16290,702,"['inevitable', 'conflicts', 'human', 'urges']",2
16292,702,"['inevitable', 'conflicts']",2
16294,702,['inevitable'],2
16295,702,"['human', 'urges']",2
16297,702,['urges'],2
16298,702,"['institution', 'concerned', 'self', 'preservation']",2
16299,702,['institution'],2
16301,702,"['concerned', 'self', 'preservation']",2
16302,702,['concerned'],2
16303,702,"['self', 'preservation']",2
16305,703,"['Even', 'pays', 'earnest', 'homage', 'turntablists', 'beat', 'jugglers', 'old', 'schoolers', 'current', 'innovators', 'Scratch', 'great', 'fun', 'full', 'kind', 'energy', 'documenting']",3
16306,703,"['Even', 'pays', 'earnest', 'homage', 'turntablists', 'beat', 'jugglers', 'old', 'schoolers', 'current', 'innovators']",3
16307,703,"['pays', 'earnest', 'homage', 'turntablists', 'beat', 'jugglers', 'old', 'schoolers', 'current', 'innovators']",3
16310,703,"['pays', 'earnest', 'homage', 'turntablists']",3
16312,703,"['pays', 'earnest', 'homage']",2
16313,703,"['earnest', 'homage']",3
16314,703,['turntablists'],2
16316,703,"['beat', 'jugglers', 'old', 'schoolers', 'current', 'innovators']",2
16317,703,"['jugglers', 'old', 'schoolers', 'current', 'innovators']",2
16318,703,"['jugglers', 'old', 'schoolers']",2
16320,703,['jugglers'],2
16322,703,"['old', 'schoolers']",2
16323,703,['schoolers'],2
16324,703,"['current', 'innovators']",3
16325,703,['current'],2
16326,703,['innovators'],3
16327,703,"['Scratch', 'great', 'fun', 'full', 'kind', 'energy', 'documenting']",3
16328,703,"['Scratch', 'great', 'fun', 'full', 'kind', 'energy', 'documenting']",4
16329,703,"['great', 'fun', 'full', 'kind', 'energy', 'documenting']",4
16332,703,"['great', 'fun']",3
16333,703,"['great', 'fun']",4
16334,703,"['full', 'kind', 'energy', 'documenting']",3
16335,703,"['kind', 'energy', 'documenting']",2
16336,703,"['kind', 'energy', 'documenting']",3
16337,703,"['energy', 'documenting']",2
16338,703,"['energy', 'documenting']",3
16339,703,['documenting'],2
16342,704,"['While', 'interesting', 'witness', 'conflict', 'Palestinian', 'side', 'Longley', 'film', 'lacks', 'balance', 'fails', 'put', 'struggle', 'meaningful', 'historical', 'context']",1
16343,704,"['While', 'interesting', 'witness', 'conflict', 'Palestinian', 'side']",2
16344,704,"['interesting', 'witness', 'conflict', 'Palestinian', 'side']",2
16345,704,"['interesting', 'witness', 'conflict', 'Palestinian', 'side']",3
16347,704,"['witness', 'conflict', 'Palestinian', 'side']",2
16349,704,"['witness', 'conflict']",2
16350,704,['conflict'],2
16351,704,['conflict'],1
16352,704,"['Palestinian', 'side']",2
16355,704,['Palestinian'],2
16356,704,"['Longley', 'film', 'lacks', 'balance', 'fails', 'put', 'struggle', 'meaningful', 'historical', 'context']",0
16357,704,"['Longley', 'film', 'lacks', 'balance', 'fails', 'put', 'struggle', 'meaningful', 'historical', 'context']",2
16358,704,"['Longley', 'film']",3
16359,704,['Longley'],2
16361,704,"['lacks', 'balance', 'fails', 'put', 'struggle', 'meaningful', 'historical', 'context']",0
16362,704,"['lacks', 'balance', 'fails', 'put', 'struggle', 'meaningful', 'historical', 'context']",1
16363,704,"['lacks', 'balance']",2
16364,704,"['lacks', 'balance']",1
16366,704,['balance'],2
16367,704,"['fails', 'put', 'struggle', 'meaningful', 'historical', 'context']",1
16368,704,"['put', 'struggle', 'meaningful', 'historical', 'context']",2
16370,704,"['put', 'struggle']",2
16371,704,['struggle'],2
16372,704,"['meaningful', 'historical', 'context']",2
16373,704,"['meaningful', 'historical', 'context']",4
16374,704,['meaningful'],3
16375,704,"['historical', 'context']",2
16376,705,"['Producer', 'John', 'Penotti', 'surveyed', 'high', 'school', 'students', 'came', 'back', 'astonishing', 'revelation', 'wanted', 'see', 'something', 'talk']",3
16377,705,"['Producer', 'John', 'Penotti']",3
16378,705,['Producer'],2
16379,705,"['John', 'Penotti']",2
16380,705,['Penotti'],2
16381,705,"['surveyed', 'high', 'school', 'students', 'came', 'back', 'astonishing', 'revelation', 'wanted', 'see', 'something', 'talk']",3
16382,705,"['surveyed', 'high', 'school', 'students', 'came', 'back', 'astonishing', 'revelation', 'wanted', 'see', 'something', 'talk']",2
16384,705,"['surveyed', 'high', 'school', 'students']",2
16387,705,['surveyed'],2
16388,705,"['high', 'school', 'students']",2
16389,705,"['school', 'students']",2
16390,705,['students'],2
16391,705,"['came', 'back', 'astonishing', 'revelation', 'wanted', 'see', 'something', 'talk']",2
16392,705,"['came', 'back', 'astonishing', 'revelation']",2
16393,705,['came'],2
16394,705,"['back', 'astonishing', 'revelation']",3
16395,705,"['astonishing', 'revelation']",2
16398,705,['astonishing'],4
16399,705,['revelation'],3
16400,705,"['wanted', 'see', 'something', 'talk']",2
16404,705,"['see', 'something', 'talk']",2
16405,705,"['see', 'something', 'talk']",3
16406,705,"['something', 'talk']",2
16407,705,['talk'],2
16408,705,['talk'],3
16409,705,['talk'],1
16413,706,"['real', 'winner', 'smart', 'funny', 'subtle', 'resonant']",4
16415,706,"['real', 'winner']",4
16418,706,['winner'],4
16419,706,"['smart', 'funny', 'subtle', 'resonant']",4
16421,706,"['funny', 'subtle', 'resonant']",3
16422,706,"['subtle', 'resonant']",2
16423,706,"['subtle', 'resonant']",3
16424,707,"['Ultimate', 'ride', 'basically', 'kind', 'greatest', 'hits', 'reel', 'might', 'come', 'subscription', 'ESPN', 'Magazine']",2
16425,707,['Ultimate'],2
16427,707,"['ride', 'basically', 'kind', 'greatest', 'hits', 'reel', 'might', 'come', 'subscription', 'ESPN', 'Magazine']",2
16428,707,"['ride', 'basically', 'kind', 'greatest', 'hits', 'reel', 'might', 'come', 'subscription', 'ESPN', 'Magazine']",3
16430,707,"['ride', 'basically']",3
16433,707,['basically'],2
16434,707,"['kind', 'greatest', 'hits', 'reel', 'might', 'come', 'subscription', 'ESPN', 'Magazine']",2
16435,707,"['kind', 'greatest', 'hits', 'reel']",2
16436,707,"['greatest', 'hits', 'reel']",3
16437,707,"['greatest', 'hits', 'reel']",4
16438,707,"['greatest', 'hits']",3
16439,707,['reel'],2
16440,707,"['might', 'come', 'subscription', 'ESPN', 'Magazine']",2
16442,707,"['come', 'subscription', 'ESPN', 'Magazine']",2
16443,707,"['subscription', 'ESPN', 'Magazine']",2
16446,707,['subscription'],2
16447,707,"['ESPN', 'Magazine']",2
16449,707,['ESPN'],3
16450,707,['Magazine'],2
16452,708,"['Unfortunately', 'contrived', 'plotting', 'stereotyped', 'characters', 'Woo', 'top', 'instincts', 'director', 'undermine', 'moral', 'dilemma', 'movie', 'heart']",2
16453,708,"['contrived', 'plotting', 'stereotyped', 'characters', 'Woo', 'top', 'instincts', 'director', 'undermine', 'moral', 'dilemma', 'movie', 'heart']",0
16454,708,"['contrived', 'plotting', 'stereotyped', 'characters', 'Woo', 'top', 'instincts', 'director', 'undermine', 'moral', 'dilemma', 'movie', 'heart']",2
16455,708,"['contrived', 'plotting', 'stereotyped', 'characters', 'Woo', 'top', 'instincts', 'director']",1
16456,708,"['contrived', 'plotting', 'stereotyped', 'characters']",0
16457,708,"['contrived', 'plotting', 'stereotyped', 'characters']",1
16458,708,"['contrived', 'plotting']",1
16459,708,"['contrived', 'plotting']",2
16460,708,"['stereotyped', 'characters']",1
16461,708,['stereotyped'],2
16462,708,"['Woo', 'top', 'instincts', 'director']",2
16463,708,"['Woo', 'top', 'instincts']",2
16464,708,['Woo'],2
16465,708,"['top', 'instincts']",2
16466,708,['instincts'],2
16467,708,"['undermine', 'moral', 'dilemma', 'movie', 'heart']",1
16468,708,"['undermine', 'moral', 'dilemma', 'movie', 'heart']",2
16469,708,['undermine'],2
16470,708,"['moral', 'dilemma', 'movie', 'heart']",2
16471,708,"['moral', 'dilemma']",2
16473,708,['dilemma'],2
16474,708,"['movie', 'heart']",2
16476,709,"['Jones', 'makes', 'great', 'impression', 'writer', 'director', 'little', 'million', 'charmer', 'may', 'cutting', 'edge', 'indie', 'filmmaking', 'huge', 'heart']",4
16477,709,"['makes', 'great', 'impression', 'writer', 'director', 'little', 'million', 'charmer', 'may', 'cutting', 'edge', 'indie', 'filmmaking', 'huge', 'heart']",3
16480,709,"['makes', 'great', 'impression', 'writer', 'director', 'little', 'million', 'charmer', 'may', 'cutting', 'edge', 'indie', 'filmmaking']",3
16482,709,"['makes', 'great', 'impression']",4
16483,709,"['great', 'impression']",4
16484,709,"['great', 'impression']",3
16485,709,"['writer', 'director', 'little', 'million', 'charmer', 'may', 'cutting', 'edge', 'indie', 'filmmaking']",3
16486,709,"['writer', 'director', 'little', 'million', 'charmer', 'may', 'cutting', 'edge', 'indie', 'filmmaking']",1
16487,709,"['writer', 'director']",2
16489,709,"['little', 'million', 'charmer', 'may', 'cutting', 'edge', 'indie', 'filmmaking']",2
16490,709,"['little', 'million', 'charmer', 'may', 'cutting', 'edge', 'indie', 'filmmaking']",3
16491,709,"['little', 'million', 'charmer']",3
16494,709,"['million', 'charmer']",3
16499,709,"['may', 'cutting', 'edge', 'indie', 'filmmaking']",1
16501,709,"['cutting', 'edge', 'indie', 'filmmaking']",3
16502,709,"['cutting', 'edge', 'indie', 'filmmaking']",4
16503,709,"['cutting', 'edge']",4
16504,709,"['indie', 'filmmaking']",2
16505,709,"['huge', 'heart']",3
16506,709,"['huge', 'heart']",4
16508,710,"['Even', 'hardened', 'voyeur', 'would', 'require', 'patience', 'Job', 'get', 'interminable', 'shapeless', 'documentary', 'swinging', 'subculture']",0
16509,710,"['Even', 'hardened', 'voyeur']",2
16510,710,"['hardened', 'voyeur']",2
16512,710,['voyeur'],2
16513,710,"['would', 'require', 'patience', 'Job', 'get', 'interminable', 'shapeless', 'documentary', 'swinging', 'subculture']",1
16515,710,"['require', 'patience', 'Job', 'get', 'interminable', 'shapeless', 'documentary', 'swinging', 'subculture']",0
16516,710,"['require', 'patience', 'Job']",2
16517,710,['require'],2
16518,710,"['patience', 'Job']",2
16519,710,['patience'],2
16520,710,['patience'],3
16521,710,['Job'],2
16522,710,"['get', 'interminable', 'shapeless', 'documentary', 'swinging', 'subculture']",0
16524,710,"['interminable', 'shapeless', 'documentary', 'swinging', 'subculture']",1
16526,710,"['interminable', 'shapeless', 'documentary']",1
16527,710,"['interminable', 'shapeless', 'documentary']",0
16528,710,['interminable'],2
16529,710,"['shapeless', 'documentary']",1
16531,710,['shapeless'],1
16532,710,"['swinging', 'subculture']",2
16535,710,['subculture'],2
16536,711,"['watch', 'two', 'together', 'New', 'York', 'minute']",4
16537,711,"['watch', 'two', 'together', 'New', 'York', 'minute']",3
16540,711,"['watch', 'two', 'together']",3
16542,711,"['watch', 'two']",3
16544,711,"['New', 'York', 'minute']",2
16547,711,"['York', 'minute']",2
16549,712,"['You', 'practically', 'hear', 'George', 'Orwell', 'turning']",0
16550,712,"['practically', 'hear', 'George', 'Orwell', 'turning']",1
16551,712,"['practically', 'hear', 'George', 'Orwell', 'turning']",2
16553,712,"['hear', 'George', 'Orwell', 'turning']",1
16554,712,['hear'],2
16555,712,"['George', 'Orwell', 'turning']",1
16556,712,"['George', 'Orwell']",2
16557,712,['George'],2
16558,712,['Orwell'],2
16559,712,['turning'],2
16561,713,"['Ferrara', 'best', 'film', 'years']",4
16563,713,"['Ferrara', 'best', 'film']",3
16564,713,['Ferrara'],3
16565,713,"['best', 'film']",4
16567,714,"['Possibly', 'since', 'Grumpy', 'Old', 'Men', 'heard', 'film', 'solidly', 'connect', 'one', 'demographic', 'striking', 'another']",2
16568,714,"['since', 'Grumpy', 'Old', 'Men', 'heard', 'film', 'solidly', 'connect', 'one', 'demographic', 'striking', 'another']",3
16569,714,"['since', 'Grumpy', 'Old', 'Men']",2
16571,714,"['Grumpy', 'Old', 'Men']",2
16572,714,['Grumpy'],2
16573,714,"['Old', 'Men']",2
16574,714,"['heard', 'film', 'solidly', 'connect', 'one', 'demographic', 'striking', 'another']",2
16578,714,"['film', 'solidly', 'connect', 'one', 'demographic', 'striking', 'another']",3
